frame,time_seconds,plate_text,plate_confidence,car_box,plate_box_in_frame
658,26.32,176199,0.2801,"(1266, 24, 1567, 270)","(1377, 197, 1446, 219)"
659,26.36,L48254S,0.1401,"(374, 347, 788, 716)","(482, 626, 574, 653)"
659,26.36,IN6IGG,0.0775,"(1264, 31, 1564, 272)","(1376, 205, 1445, 225)"
660,26.4,IA82545,0.2283,"(374, 347, 788, 717)","(482, 626, 575, 654)"
660,26.4,N76IGG,0.0841,"(1263, 33, 1565, 277)","(1375, 210, 1444, 232)"
661,26.44,6VOG,0.0355,"(1266, 41, 1565, 288)","(1374, 217, 1444, 239)"
661,26.44,IA82545,0.2807,"(374, 348, 788, 716)","(482, 626, 574, 654)"
662,26.48,IA82545,0.2265,"(374, 348, 788, 716)","(482, 626, 575, 654)"
662,26.48,NGVDD,0.101,"(1263, 47, 1565, 292)","(1373, 224, 1443, 246)"
663,26.52,IA82545,0.1962,"(374, 348, 788, 716)","(482, 626, 574, 654)"
663,26.52,4619P,0.0328,"(1260, 50, 1564, 298)","(1371, 229, 1442, 253)"
664,26.56,0A8254S,0.0368,"(374, 348, 788, 716)","(482, 625, 575, 654)"
664,26.56,TN6U9D,0.012,"(1257, 55, 1564, 305)","(1370, 235, 1441, 258)"
665,26.6,L48254S,0.1713,"(374, 348, 788, 716)","(482, 626, 574, 654)"
665,26.6,V6190,0.3747,"(1255, 60, 1563, 311)","(1369, 241, 1440, 265)"
666,26.64,LA82545,0.1557,"(374, 348, 789, 716)","(482, 625, 574, 654)"
666,26.64,V619,0.4318,"(1251, 65, 1562, 328)","(1367, 247, 1439, 271)"
667,26.68,LA8254S,0.1479,"(374, 348, 789, 716)","(482, 625, 574, 654)"
667,26.68,4619D,0.1731,"(1253, 69, 1559, 328)","(1366, 255, 1437, 278)"
668,26.72,48254S,0.0552,"(374, 348, 789, 716)","(482, 625, 574, 654)"
668,26.72,16190,0.4019,"(1251, 74, 1560, 332)","(1364, 259, 1436, 284)"
669,26.76,1A8254,0.103,"(374, 348, 789, 716)","(482, 625, 574, 654)"
669,26.76,TOLOD,0.1902,"(1249, 80, 1558, 342)","(1362, 267, 1435, 292)"
670,26.8,LA82545,0.092,"(374, 348, 789, 716)","(482, 625, 574, 654)"
670,26.8,6LG,0.1236,"(1246, 89, 1561, 349)","(1361, 276, 1434, 299)"
671,26.84,LA8254S,0.1243,"(374, 348, 789, 716)","(482, 625, 574, 654)"
671,26.84,IV6L90,0.0184,"(1245, 95, 1562, 356)","(1359, 283, 1432, 307)"
672,26.88,LA8254,0.1509,"(374, 348, 789, 716)","(482, 625, 574, 654)"
672,26.88,TVGVGD,0.0173,"(1244, 98, 1563, 363)","(1357, 291, 1430, 315)"
673,26.92,LA8254S,0.148,"(374, 348, 789, 716)","(482, 625, 574, 654)"
673,26.92,UG9,0.37,"(1245, 104, 1560, 369)","(1354, 299, 1429, 322)"
674,26.96,LA8254S,0.105,"(374, 348, 789, 717)","(482, 625, 574, 654)"
674,26.96,TV619D,0.0483,"(1239, 111, 1563, 382)","(1353, 305, 1428, 330)"
675,27.0,LA8254S,0.1272,"(374, 348, 789, 716)","(482, 625, 574, 654)"
675,27.0,UG19P,0.1104,"(1234, 116, 1561, 393)","(1351, 313, 1426, 337)"
676,27.04,LA8254S,0.1309,"(374, 348, 789, 716)","(482, 625, 574, 654)"
676,27.04,VGLGD,0.0875,"(1231, 122, 1562, 399)","(1349, 320, 1424, 345)"
677,27.08,1A82545,0.1102,"(375, 349, 789, 717)","(482, 625, 574, 654)"
677,27.08,VG9Q,0.2711,"(1229, 128, 1560, 401)","(1346, 329, 1422, 353)"
678,27.12,1A82545,0.1102,"(375, 349, 789, 717)","(482, 625, 574, 654)"
678,27.12,V6R9P,0.1637,"(1229, 137, 1558, 413)","(1344, 336, 1421, 361)"
679,27.16,1A82545,0.1102,"(375, 349, 789, 717)","(482, 625, 574, 654)"
679,27.16,VOLOD,0.0526,"(1230, 142, 1557, 418)","(1341, 346, 1418, 370)"
680,27.2,6T90,0.0555,"(1226, 151, 1553, 430)","(1338, 355, 1415, 379)"
680,27.2,1A82545,0.1102,"(375, 349, 789, 717)","(482, 625, 574, 654)"
681,27.24,1A82545,0.1102,"(375, 349, 789, 717)","(482, 625, 574, 654)"
681,27.24,46190,0.2496,"(1219, 158, 1551, 441)","(1335, 364, 1413, 389)"
682,27.28,48254S,0.0927,"(375, 349, 789, 716)","(482, 624, 574, 653)"
682,27.28,6190,0.2033,"(1214, 163, 1550, 449)","(1331, 374, 1410, 398)"
683,27.32,96190,0.2362,"(1210, 170, 1551, 460)","(1327, 383, 1408, 408)"
683,27.32,LA8254S,0.1754,"(375, 349, 789, 717)","(482, 625, 574, 654)"
684,27.36,LA8254S,0.2674,"(375, 349, 789, 716)","(482, 625, 574, 653)"
684,27.36,96LR90,0.013,"(1206, 179, 1549, 467)","(1324, 392, 1405, 417)"
685,27.4,V6190,0.2361,"(1203, 186, 1549, 480)","(1320, 402, 1401, 428)"
685,27.4,LA8254S,0.1754,"(375, 349, 789, 717)","(482, 625, 574, 654)"
686,27.44,LA8254S,0.3189,"(375, 349, 789, 716)","(482, 625, 574, 653)"
686,27.44,V6190,0.1478,"(1197, 193, 1544, 490)","(1316, 412, 1398, 439)"
687,27.48,V61A,0.2832,"(1192, 200, 1544, 498)","(1312, 421, 1394, 448)"
687,27.48,LA8254S,0.1689,"(375, 349, 789, 717)","(482, 625, 574, 654)"
688,27.52,V6L9Q,0.0435,"(1187, 210, 1540, 509)","(1307, 432, 1390, 458)"
688,27.52,LA8254S,0.3189,"(375, 349, 789, 716)","(482, 625, 574, 653)"
689,27.56,VGL9Q,0.1101,"(1178, 218, 1541, 519)","(1302, 441, 1386, 467)"
689,27.56,LA8254S,0.1689,"(375, 349, 789, 717)","(482, 625, 574, 654)"
690,27.6,A8254S,0.1877,"(375, 349, 789, 716)","(482, 624, 574, 654)"
690,27.6,TI6190,0.1415,"(1171, 222, 1539, 534)","(1298, 450, 1382, 477)"
691,27.64,7I619,0.2173,"(1169, 226, 1531, 544)","(1293, 460, 1378, 487)"
691,27.64,A8254S,0.1877,"(375, 349, 789, 716)","(482, 624, 574, 654)"
692,27.68,A8254S,0.1877,"(375, 349, 789, 716)","(482, 624, 574, 654)"
692,27.68,TTGT90,0.0457,"(1163, 239, 1531, 548)","(1287, 470, 1374, 498)"
693,27.72,A8254S,0.1877,"(375, 349, 789, 716)","(482, 624, 574, 654)"
693,27.72,V6190,0.2353,"(1159, 251, 1526, 560)","(1282, 481, 1368, 509)"
694,27.76,TV6190,0.4314,"(1150, 259, 1522, 574)","(1277, 492, 1364, 520)"
694,27.76,A8254S,0.1877,"(375, 349, 789, 716)","(482, 624, 574, 654)"
695,27.8,A8254S,0.1877,"(375, 349, 789, 716)","(482, 624, 574, 654)"
695,27.8,TV690,0.3034,"(1145, 267, 1520, 585)","(1271, 503, 1358, 531)"
696,27.84,A8254S,0.1612,"(375, 349, 789, 716)","(482, 624, 574, 654)"
696,27.84,V6190,0.4632,"(1139, 276, 1521, 591)","(1266, 514, 1353, 544)"
697,27.88,LA8254S,0.1316,"(375, 349, 789, 716)","(482, 624, 574, 653)"
697,27.88,71V6R90,0.151,"(1130, 282, 1516, 607)","(1258, 527, 1347, 557)"
698,27.92,V69,0.4354,"(1126, 296, 1514, 624)","(1251, 540, 1342, 570)"
698,27.92,LA8254S,0.1316,"(375, 349, 789, 716)","(482, 624, 574, 653)"
699,27.96,V6190,0.7442,"(1115, 306, 1511, 636)","(1245, 553, 1335, 583)"
699,27.96,LA8254S,0.1201,"(375, 349, 789, 716)","(482, 624, 574, 653)"
700,28.0,V6L9,0.5225,"(1107, 317, 1507, 645)","(1237, 565, 1329, 596)"
700,28.0,LA8254S,0.1201,"(375, 349, 789, 716)","(482, 624, 574, 653)"
701,28.04,148254S,0.1115,"(375, 349, 789, 716)","(482, 624, 574, 653)"
701,28.04,AV6R9,0.1334,"(1096, 327, 1502, 660)","(1229, 579, 1321, 610)"
702,28.08,0A8254S,0.0897,"(375, 349, 789, 716)","(482, 624, 573, 654)"
702,28.08,V69,0.2782,"(1088, 336, 1498, 679)","(1221, 593, 1313, 623)"
703,28.12,LA82545,0.2262,"(374, 348, 789, 716)","(482, 625, 574, 654)"
703,28.12,TAV6I9,0.0882,"(1081, 344, 1493, 693)","(1212, 607, 1307, 638)"
704,28.16,LA82545,0.206,"(375, 348, 789, 716)","(482, 625, 573, 654)"
704,28.16,TAV619,0.3094,"(1071, 357, 1488, 705)","(1203, 622, 1300, 653)"
705,28.2,TV619,0.2583,"(1060, 370, 1482, 723)","(1195, 636, 1292, 667)"
705,28.2,LA82545,0.2262,"(374, 348, 789, 716)","(482, 625, 574, 654)"
706,28.24,T6L9,0.0951,"(1056, 380, 1476, 739)","(1186, 653, 1282, 683)"
706,28.24,LA82545,0.2262,"(374, 348, 789, 716)","(482, 625, 574, 654)"
707,28.28,0V619,0.165,"(1042, 392, 1471, 754)","(1175, 668, 1273, 699)"
707,28.28,LA82545,0.2262,"(374, 348, 789, 716)","(482, 625, 574, 654)"
708,28.32,LA82545,0.206,"(375, 348, 789, 716)","(482, 625, 573, 654)"
708,28.32,T1V6190,0.0502,"(1030, 404, 1467, 773)","(1166, 683, 1264, 715)"
709,28.36,IA82545,0.1097,"(375, 349, 789, 716)","(482, 624, 574, 654)"
709,28.36,E7V619,0.1537,"(1018, 418, 1461, 787)","(1156, 700, 1255, 731)"
710,28.4,IA82545,0.1097,"(375, 349, 789, 716)","(482, 624, 574, 654)"
710,28.4,EV6I9,0.1789,"(1004, 431, 1456, 798)","(1145, 717, 1245, 748)"
711,28.44,IA82545,0.1097,"(375, 349, 789, 716)","(482, 624, 574, 654)"
711,28.44,EV619,0.2188,"(993, 446, 1449, 822)","(1133, 733, 1235, 765)"
712,28.48,LA82545,0.2262,"(374, 349, 789, 716)","(482, 625, 574, 654)"
712,28.48,7V6I9,0.2596,"(968, 456, 1444, 840)","(1122, 748, 1224, 782)"
713,28.52,LA82545,0.2262,"(374, 349, 789, 716)","(482, 625, 574, 654)"
713,28.52,TV6I90,0.2292,"(967, 471, 1435, 856)","(1109, 766, 1213, 800)"
714,28.56,EV619,0.1858,"(958, 482, 1427, 875)","(1097, 786, 1203, 817)"
714,28.56,LA82545,0.2162,"(375, 349, 789, 716)","(482, 625, 575, 654)"
715,28.6,LA82545,0.2262,"(374, 349, 789, 716)","(482, 625, 574, 654)"
715,28.6,TAV6I90,0.0461,"(944, 496, 1420, 891)","(1084, 803, 1192, 836)"
716,28.64,LA82545,0.2262,"(374, 349, 789, 716)","(482, 625, 574, 654)"
716,28.64,EV6T9,0.2068,"(931, 504, 1413, 912)","(1071, 821, 1179, 856)"
717,28.68,TV69,0.0986,"(918, 522, 1405, 934)","(1058, 842, 1167, 875)"
717,28.68,LA82545,0.2262,"(374, 349, 789, 716)","(482, 625, 574, 654)"
718,28.72,LA82545,0.2262,"(374, 349, 789, 716)","(482, 625, 574, 654)"
718,28.72,F7V6T9,0.0976,"(901, 542, 1398, 951)","(1044, 862, 1154, 895)"
719,28.76,4V619,0.1942,"(886, 556, 1387, 972)","(1030, 881, 1141, 918)"
719,28.76,LA82545,0.2262,"(374, 349, 789, 716)","(482, 625, 574, 654)"
720,28.8,TT619,0.1283,"(869, 570, 1379, 1003)","(1014, 903, 1126, 939)"
720,28.8,IA82545,0.1097,"(375, 349, 789, 716)","(482, 624, 574, 654)"
721,28.84,LA82545,0.2001,"(375, 349, 789, 716)","(482, 625, 575, 654)"
721,28.84,TV619,0.1828,"(853, 586, 1369, 1034)","(999, 926, 1112, 961)"
722,28.88,LA82545,0.2996,"(375, 348, 789, 716)","(483, 625, 573, 654)"
723,28.92,LA82545,0.2996,"(375, 348, 789, 716)","(483, 625, 573, 654)"
724,28.96,LA82545,0.2996,"(375, 348, 789, 716)","(483, 625, 573, 654)"
724,28.96,FG,0.1148,"(801, 641, 1343, 1069)","(949, 990, 1067, 1030)"
725,29.0,LA82545,0.2996,"(375, 348, 789, 716)","(483, 625, 573, 654)"
725,29.0,MVOT90,0.1169,"(780, 655, 1330, 1074)","(931, 1017, 1050, 1055)"
726,29.04,LA82545,0.2996,"(375, 348, 789, 716)","(483, 625, 573, 654)"
726,29.04,FIANO,0.019,"(762, 673, 1318, 1069)","(911, 1041, 1033, 1069)"
727,29.08,LA82545,0.2996,"(375, 348, 789, 716)","(483, 625, 573, 654)"
728,29.12,LA82545,0.2996,"(375, 348, 789, 716)","(483, 625, 573, 654)"
729,29.16,LA82545,0.2996,"(375, 348, 789, 716)","(483, 625, 573, 654)"
730,29.2,LA82545,0.4903,"(375, 348, 790, 716)","(483, 626, 573, 654)"
731,29.24,LA82545,0.2996,"(375, 348, 789, 716)","(483, 625, 573, 654)"
732,29.28,LA82545,0.4983,"(375, 348, 789, 715)","(483, 625, 573, 653)"
733,29.32,LA82545,0.4983,"(375, 348, 789, 715)","(483, 625, 573, 653)"
734,29.36,LA82545,0.4983,"(375, 348, 789, 715)","(483, 625, 573, 653)"
735,29.4,LA82545,0.4983,"(375, 348, 789, 715)","(483, 625, 573, 653)"
736,29.44,LA82545,0.5523,"(375, 348, 789, 715)","(483, 625, 573, 653)"
737,29.48,LA82545,0.4238,"(375, 348, 788, 715)","(483, 625, 574, 653)"
738,29.52,LA82545,0.286,"(375, 348, 789, 715)","(483, 625, 573, 653)"
739,29.56,LA82545,0.2834,"(375, 348, 789, 716)","(483, 625, 573, 654)"
740,29.6,LA82545,0.3193,"(375, 348, 788, 716)","(483, 625, 573, 653)"
741,29.64,LA82545,0.3193,"(375, 348, 788, 716)","(483, 625, 573, 653)"
742,29.68,EA8254S,0.1054,"(375, 348, 788, 715)","(483, 624, 574, 653)"
743,29.72,EA8254S,0.1054,"(375, 348, 788, 715)","(483, 624, 574, 653)"
744,29.76,EA8254S,0.1054,"(375, 348, 788, 715)","(483, 624, 574, 653)"
745,29.8,EA8254S,0.1227,"(375, 348, 788, 715)","(483, 624, 574, 653)"
746,29.84,EA8254,0.1955,"(375, 348, 788, 715)","(483, 624, 574, 653)"
747,29.88,EA8254,0.1955,"(375, 348, 788, 715)","(483, 624, 574, 653)"
748,29.92,EA8254,0.1955,"(375, 348, 788, 715)","(483, 624, 574, 653)"
749,29.96,EA82545,0.1321,"(375, 348, 788, 715)","(483, 624, 574, 653)"
750,30.0,EA82545,0.1321,"(375, 348, 788, 715)","(483, 624, 574, 653)"
